uniprot_accession	gene_symbol	mitocarta_status	mitocarta_compartment	mitocarta_is_matrix	mitocarta_is_im	mitocarta_is_ims	mitocarta_is_om	has_transit_peptide	transit_peptide_start	transit_peptide_end	transit_peptide_note	has_signal_peptide	signal_peptide_start	signal_peptide_end	uniprot_subcellular	is_hsp60_substrate	is_in_mito_proteome	targeting_classification
O60930	RNASEH1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	False	True	Non-canonical matrix import
O75027	ABCB7	MitoCarta	MIM	False	True	False	False	True	1.0	22.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P40416}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P40416}.	False	True	Inner membrane (MIM)
O75127	PTCD1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19651879, ECO:0000269|PubMed:21857155}. Mitochondrion matrix {ECO:0000250}.	False	True	Non-canonical matrix import
O75208	COQ9	MitoCarta	MIM	False	True	False	False	True	1.0	44.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q8K1Z0}. Note=Associates with cardiolipin-rich membranes which leads to the lipid bilayer deformation and then accessing to membrane-bound lipids. {ECO:0000269|PubMed:30661980}.	False	True	Inner membrane (MIM)
O75251	NDUFS7	MitoCarta	MIM	False	True	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42026}; Matrix side {ECO:0000250|UniProtKB:P42026}.	False	True	Inner membrane (MIM)
O75306	NDUFS2	MitoCarta	MIM	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.	True	True	Inner membrane (MIM)
O75323	NIPSNAP2	MitoCarta	Matrix	True	False	False	False	True	1.0	23.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:30982665}.	False	True	High-confidence matrix
O75380	NDUFS6	MitoCarta	MIM	False	True	False	False	True	1.0	28.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O75390	CS	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P00889}.	True	True	High-confidence matrix
O75394	MRPL33	MitoCarta	Matrix	True	False	False	False	True	1.0	8.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	High-confidence matrix
O75414	NME6	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:34789336, ECO:0000269|PubMed:37770567}. Mitochondrion inner membrane {ECO:0000269|PubMed:34789336}; Peripheral membrane protein {ECO:0000269|PubMed:34789336}. Mitochondrion {ECO:0000269|PubMed:10618642}. Note=Predominantly localized in mitochondrion matrix, however partially bound to mitochondrion inner membrane (MIM), peripherally bound and facing the matrix space. {ECO:0000269|PubMed:34789336}.	False	True	Non-canonical matrix import
O75417	POLQ	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O18475}. Chromosome {ECO:0000269|PubMed:25642963, ECO:0000269|PubMed:34179826, ECO:0000269|PubMed:37440612, ECO:0000269|PubMed:37674080}. Note=Enriched in chromatin in response to ultaviolet (UV) light (PubMed:25642963, PubMed:34179826). Binds to chromatin during early G1 (PubMed:24989122). Recruited to DNA damage sites, such as double-stranded breaks (DSBs), following interaction with TOPBP1 and RHNO1 (PubMed:37440612, PubMed:37674080). {ECO:0000269|PubMed:24989122, ECO:0000269|PubMed:25642963, ECO:0000269|PubMed:34179826, ECO:0000269|PubMed:37440612, ECO:0000269|PubMed:37674080}.	False	True	Non-canonical matrix import
O75431	MTX2	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:10381257}. Mitochondrion {ECO:0000269|PubMed:25997101}.	False	True	Outer membrane (MOM)
O75438	NDUFB1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.	True	True	Inner membrane (MIM)
O75439	PMPCB	MitoCarta	Matrix	True	False	False	False	True	1.0	43.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22354088}.	True	True	High-confidence matrix
O75489	NDUFS3	MitoCarta	MIM	False	True	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18826940, ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:17209039}; Peripheral membrane protein {ECO:0000305|PubMed:18826940}; Matrix side {ECO:0000269|PubMed:18826940}.	True	True	Inner membrane (MIM)
O75521	ECI2	MitoCarta	Matrix	True	False	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000250|UniProtKB:Q5XIC0}.; SUBCELLULAR LOCATION: [Isoform 2]: Peroxisome matrix {ECO:0000269|PubMed:10419495}.	True	True	High-confidence matrix
O75570	MTRF1	MitoCarta	Matrix	True	False	False	False	True	1.0	61.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:17803939, ECO:0000269|PubMed:37141370}.	False	True	High-confidence matrix
O75600	GCAT	MitoCarta	unknown	False	False	False	False	True	1.0	21.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q0P5L8}. Nucleus {ECO:0000269|PubMed:17688197}. Note=Translocates to the nucleus upon cold and osmotic stress. {ECO:0000269|PubMed:17688197}.	True	True	Mitochondrial (with MTS)
O75608	LYPLA1	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19439193}. Cell membrane {ECO:0000269|PubMed:19439193}. Nucleus membrane {ECO:0000269|PubMed:19439193}. Endoplasmic reticulum {ECO:0000269|PubMed:19439193}. Note=Shows predominantly a cytoplasmic localization with a weak expression in the cell membrane, nuclear membrane and endoplasmic reticulum. {ECO:0000269|PubMed:19439193}.	False	True	Mitochondrial (other/unspecified)
O75616	ERAL1	MitoCarta	Matrix	True	False	False	False	True	1.0	43.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix. Mitochondrion inner membrane; Peripheral membrane protein. Note=Localizes on the matrix side on the mitochondrial inner membrane.	True	True	High-confidence matrix
O75648	TRMU	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15509579, ECO:0000269|PubMed:15944150, ECO:0000269|PubMed:16513084, ECO:0000269|PubMed:16826519}.	True	True	Non-canonical matrix import
O75746	SLC25A12	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11566871, ECO:0000269|PubMed:19641205, ECO:0000269|PubMed:24515575, ECO:0000269|PubMed:9722566}; Multi-pass membrane protein {ECO:0000269|PubMed:11566871}.	False	True	Inner membrane (MIM)
O75828	CBR3	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18493841}.	False	True	Non-canonical matrix import
O75879	GATB	MitoCarta	Matrix	True	False	False	False	True	1.0	41.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03147, ECO:0000269|PubMed:9878253}.	False	True	High-confidence matrix
O75880	SCO1	MitoCarta	MIM	False	True	False	False	True	1.0	67.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15229189, ECO:0000305|PubMed:9878253}; Single-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
O75891	ALDH1L1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:19933275}.	False	True	Non-canonical matrix import
O75947	ATP5H	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	True	True	Inner membrane (MIM)
O75964	ATP5L	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	True	True	Inner membrane (MIM)
O76031	CLPX	MitoCarta	Matrix	True	False	False	False	True	1.0	56.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11003706}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:22841477}.	True	True	High-confidence matrix
O94761	RECQL4	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15317757}. Nucleus {ECO:0000269|PubMed:10552928}.	False	True	Non-canonical matrix import
O94826	TOMM70	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:20628368, ECO:0000269|PubMed:25609812, ECO:0000269|PubMed:33723040}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: Note=(Microbial infection) During parasite T.gondii-mediated infection, enriched at the interface between the host mitochondria and the parasitopharous vacuole. {ECO:0000269|PubMed:33723040}.	False	True	Outer membrane (MOM)
O94903	PLPBP	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
O94925	GLS	MitoCarta	MIM	False	True	False	False	True	1.0	54.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000250|UniProtKB:P13264}. Cytoplasm, cytosol {ECO:0000269|PubMed:22228304}. Note=The 74-kDa cytosolic precursor is translocated into the mitochondria and processed via a 72-kDa intermediate to yield the mature 68- and 65-kDa subunits. {ECO:0000250|UniProtKB:P13264}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion {ECO:0000269|PubMed:22228304}.; SUBCELLULAR LOCATION: [Glutaminase kidney isoform, mitochondrial 68 kDa chain]: Mitochondrion matrix {ECO:0000250|UniProtKB:P13264}. Note=Produced by the proteolytic processing of the 74-kDa cytosolic precursor. {ECO:0000250|UniProtKB:P13264}.; SUBCELLULAR LOCATION: [Glutaminase kidney isoform, mitochondrial 65 kDa chain]: Mitochondrion matrix {ECO:0000250|UniProtKB:P13264}. Note=Produced by the proteolytic processing of the 74-kDa cytosolic precursor. {ECO:0000250|UniProtKB:P13264}.	True	True	Inner membrane (MIM)
O95139	NDUFB6	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95140	MFN2	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11181170, ECO:0000269|PubMed:11950885, ECO:0000269|PubMed:12499352, ECO:0000269|PubMed:23620051, ECO:0000269|PubMed:26214738}; Multi-pass membrane protein {ECO:0000269|PubMed:11181170, ECO:0000269|PubMed:11950885, ECO:0000269|PubMed:12499352, ECO:0000269|PubMed:23620051}. Note=Colocalizes with BAX during apoptosis. {ECO:0000269|PubMed:12499352}.	False	True	Outer membrane (MOM)
O95167	NDUFA3	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
O95168	NDUFB4	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95169	NDUFB8	MitoCarta	MIM	False	True	False	False	True	1.0	28.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95178	NDUFB2	MitoCarta	MIM	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95182	NDUFA7	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95202	LETM1	MitoCarta	MIM	False	True	False	False	True	1.0	115.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14706454, ECO:0000269|PubMed:15138253, ECO:0000269|PubMed:18628306, ECO:0000269|PubMed:19797662, ECO:0000269|PubMed:32139798}; Single-pass membrane protein {ECO:0000255}.	True	True	Inner membrane (MIM)
O95258	SLC25A14	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:20600837}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
O95298	NDUFC2	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
O95299	NDUFA10	MitoCarta	MIM	False	True	False	False	True	1.0	35.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:12611891}.	True	True	Inner membrane (MIM)
O95363	FARS2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q6AYQ3}. Mitochondrion {ECO:0000250|UniProtKB:Q6AYQ3}.	False	True	Non-canonical matrix import
O95563	MPC2	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:26253029, ECO:0000269|PubMed:29472561}; Multi-pass membrane protein {ECO:0000269|PubMed:40044865, ECO:0000269|PubMed:40101766}.	False	True	Inner membrane (MIM)
O95571	ETHE1	MitoCarta	Matrix	True	False	False	False	True	1.0	7.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12398897}. Nucleus {ECO:0000269|PubMed:12398897}. Mitochondrion matrix {ECO:0000269|PubMed:14732903}.	False	True	High-confidence matrix
O95721	SNAP29	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23217709}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9Z2P6}; Peripheral membrane protein {ECO:0000305}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:25686604}; Peripheral membrane protein {ECO:0000305}. Cell projection, cilium membrane {ECO:0000269|PubMed:25686250}; Peripheral membrane protein {ECO:0000305}. Note=Appears to be mostly membrane-bound, probably via interaction with syntaxins, but a significant portion is cytoplasmic. Localizes to the ciliary pocket from where the cilium protrudes. {ECO:0000269|PubMed:23217709, ECO:0000269|PubMed:25686250}.	False	True	Intermembrane space (IMS)
O95822	MLYCD	MitoCarta	Matrix	True	False	False	False	True	1.0	39.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10417274}. Mitochondrion matrix {ECO:0000269|PubMed:10417274}. Peroxisome {ECO:0000269|PubMed:10417274}. Peroxisome matrix {ECO:0000250|UniProtKB:Q920F5}. Note=Enzymatically active in all three subcellular compartments. {ECO:0000250|UniProtKB:Q920F5}.	False	True	High-confidence matrix
O95831	AIFM1	MitoCarta	MIM	False	True	False	False	True	1.0	54.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:15775970, ECO:0000269|PubMed:24914854, ECO:0000269|PubMed:26004228}. Mitochondrion inner membrane. Cytoplasm {ECO:0000269|PubMed:15775970, ECO:0000269|PubMed:33168626}. Nucleus {ECO:0000269|PubMed:15775970, ECO:0000269|PubMed:17094969, ECO:0000269|PubMed:33168626}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:17094969}. Note=Proteolytic cleavage during or just after translocation into the mitochondrial intermembrane space (IMS) results in the formation of an inner-membrane-anchored mature form (AIFmit). During apoptosis, further proteolytic processing leads to a mature form, which is confined to the mitochondrial IMS in a soluble form (AIFsol). AIFsol is released to the cytoplasm in response to specific death signals, and translocated to the nucleus, where it induces nuclear apoptosis (PubMed:15775970). Release into the cytoplasm is mediated upon binding to poly-ADP-ribose chains (By similarity). Translocation into the nucleus is promoted by interaction with (auto-poly-ADP-ribosylated) processed form of PARP1 (PubMed:33168626). Colocalizes with EIF3G in the nucleus and perinuclear region (PubMed:17094969). {ECO:0000250|UniProtKB:Q9Z0X1, ECO:0000269|PubMed:15775970, ECO:0000269|PubMed:17094969, ECO:0000269|PubMed:33168626}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion intermembrane space {ECO:0000269|PubMed:20111043}. Mitochondrion inner membrane {ECO:0000269|PubMed:20111043}. Note=Has a stronger membrane anchorage than isoform 1. {ECO:0000269|PubMed:20111043}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion {ECO:0000269|PubMed:16644725}. Cytoplasm, cytosol {ECO:0000269|PubMed:16644725}. Note=In pro-apoptotic conditions, is released from mitochondria to cytosol in a calpain/cathepsin-dependent manner. {ECO:0000269|PubMed:16644725}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:16365034}.	True	True	Inner membrane (MIM)
O95847	SLC25A27	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10025957}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to neuronal cell body and processes. Within mitochondrial inner membrane, it is mainly observed in the inner boundary membrane locally separated from F(1)F(0) ATP synthase, which is preferentially localized in cristae. {ECO:0000250|UniProtKB:Q9D6D0}.	False	True	Inner membrane (MIM)
O95900	TRUB2	MitoCarta	Matrix	True	False	False	False	True	1.0	10.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27974379, ECO:0000269|PubMed:33023933}. Note=Localizes to mitochondrial RNA granules, platforms for post-transcriptional RNA modification and ribosome assembly. {ECO:0000269|PubMed:27974379, ECO:0000269|PubMed:28082677}.	True	True	High-confidence matrix
O96000	NDUFB10	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:28040730, ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	True	True	Inner membrane (MIM)
O96008	TOMM40	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15644312, ECO:0000269|PubMed:31206022, ECO:0000269|PubMed:40080546}; Multi-pass membrane protein {ECO:0000269|PubMed:40080546}. Note=Associates with the mitochondria-associated ER membrane via interaction with BCAP31. {ECO:0000269|PubMed:31206022}.	False	True	Outer membrane (MOM)
